Title,Check & Update,Does Order Exist?,Does Shipping Record Exist?,Does Invoice Record Exist?,invoice sent to buyer?,Purchase Order num.,Line,Shipment Number (Buyer Ref.),Delivery Value,Currency,Arrival Date at Port,Incoterms,Item Description,Container Number,Bill of Lading (TrackingID),Container Type,Unit's code (Buyers Ref.),Quantity in Container (Cartons),Quantity in Container (Units / 🚢),Supplier's number,Country of supplier,Warehouse of destination,Food's Broker number,Port of Origin,Food's Broker fee per line,Custom/ Taarif's code,Shipping Company,Food's Broker name,Supplier's name,Forwarder's name,Forwarder's Case Number/ ID,Units per Carton,SeaPort of destination,Unit's weight (Gross),Net order value,Buyer's name (Contact),Buyer's name (Category manager)
"114751, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114751,10,28782,,EUR,3/1/2024,EXW,Gluten free spaghetti,DRYU9634550,ZIMUGO-A1066071,Y40H,7296073630890,680.000,8160,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114751, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114751,20,28782,,EUR,3/1/2024,EXW,Gluten free fusilli,ZCSU7602210,ZIMUGO-A1066071,Y40H,7296073630906,720.000,8640,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114751, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114751,30,28782,,EUR,3/1/2024,EXW,Gluten free penne,ZCSU7602210,ZIMUGO-A1066071,Y40H,7296073630913,450.000,5400,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,10,28782,,EUR,3/1/2024,EXW,Gluten free spaghetti,DRYU9634550,ZIMUGO-A1066071,Y40H,7296073630890,"1,020.000",12240,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,20,28782,,EUR,3/1/2024,EXW,Gluten free fusilli,CRSU9068034,ZIMUGO-A1066071,Y40H,7296073630906,720.000,8640,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,20,28782,,EUR,3/1/2024,EXW,Gluten free fusilli,DRYU9634550,ZIMUGO-A1066071,Y40H,7296073630906,720.000,8640,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,30,28782,,EUR,3/1/2024,EXW,Gluten free penne,ZCSU7602210,ZIMUGO-A1066071,Y40H,7296073630913,342.000,4104,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,30,28782,,EUR,3/1/2024,EXW,Gluten free penne,CRSU9068034,ZIMUGO-A1066071,Y40H,7296073630913,792.000,9504,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114843, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,30,28782,,EUR,3/1/2024,EXW,Gluten free penne,DRYU9634550,ZIMUGO-A1066071,Y40H,7296073630913,72.000,864,111592,IT,6030,204776,GENOA,,,ZIM,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,,,
"114497, 180",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114497,180,28789,,EUR,14/3/2024,FOB,TOMATO PASTA SAUCE GARLIC 350 GR.,ZIMU3002602,ZIMUGOA1067005,Y020,7296073180425,788.000,9456,110731,IT,6030,204776,SALERNO,,210320008,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.35,,,
"114497, 190",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114497,190,28789,,EUR,14/3/2024,FOB,TOMATO PASTA SAUCE WITH BASILICO 350 GR,ZIMU3002602,ZIMUGOA1067005,Y020,7296073180432,"1,000.000",12000,110731,IT,6030,204776,SALERNO,,210320008,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.35,,,
"114497, 200",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114497,200,28789,,EUR,14/3/2024,FOB,TOMATO PASTA SAUCE BASE FOR BOLOGNSE 350,ZIMU3002602,ZIMUGOA1067005,Y020,7296073180449,788.000,9456,110731,IT,6030,204776,SALERNO,,210320008,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.35,,,
"114497, 210",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114497,210,28789,,EUR,14/3/2024,FOB,Neapolitan sauce 350 gr,ZIMU3002602,ZIMUGOA1067005,Y020,7296073529934,574.000,6888,110731,IT,6030,204776,SALERNO,,2103200000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.35,,,
"114843, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,10,28790,19984.54,EUR,23/2/2024,EXW,Gluten free spaghetti,ZCSU6116343,ZIMUGO-A1065967,Y4H,7296073630890,918.000,21216,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,11529.54,רוניוק ענת,סיון ליבל אברהם
"114843, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,10,28790,19984.54,EUR,23/2/2024,EXW,Gluten free spaghetti,BSIU9678505,ZIMUGO-A1065967,Y4H,7296073630890,850.000,21216,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,11529.54,רוניוק ענת,סיון ליבל אברהם
"114843, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,20,28790,16697.08,EUR,23/2/2024,EXW,Gluten free fusilli,ZCSU6116343,ZIMUGO-A1065967,Y4H,7296073630906,758.000,17736,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,16267.8,רוניוק ענת,סיון ליבל אברהם
"114843, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,20,28790,16697.08,EUR,23/2/2024,EXW,Gluten free fusilli,BSIU9678505,ZIMUGO-A1065967,Y4H,7296073630906,720.000,17736,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,16267.8,רוניוק ענת,סיון ליבל אברהם
"114843, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,30,28790,10012.09,EUR,23/2/2024,EXW,Gluten free penne,ZCSU6116343,ZIMUGO-A1065967,Y4H,7296073630913,450.000,10584,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,13689.99,רוניוק ענת,סיון ליבל אברהם
"114843, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114843,30,28790,10012.09,EUR,23/2/2024,EXW,Gluten free penne,BSIU9678505,ZIMUGO-A1065967,Y4H,7296073630913,432.000,10584,111592,IT,6030,204776,GENOA,,,,"פודז .אקס בע""מ",pastificio mennucci s.p.a,ORIAN,,12,HAIFA_BAY,0.4,13689.99,רוניוק ענת,סיון ליבל אברהם
"115000, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115000,10,28816,,EUR,3/7/2024,FOB,PRESERVED LEMON JUICE 200 ML.,IPXU3865034,ZIMUGO-A1065814,Y020,7296073130499,"1,530.000",22950,110157,IT,6030,204776,GENOA,,2009311000,ZIM,"פודז .אקס בע""מ",POLENGHI LAS SRL,ORIAN,,15,HAIFA_BAY,0.2,,,
"115000, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115000,20,28816,,EUR,3/7/2024,FOB,PRESERVED LEMON JUICE 500 ML.,IPXU3865034,ZIMUGO-A1065814,Y020,7296073132400,"1,200.000",7200,110157,IT,6030,204776,GENOA,,2009311000,ZIM,"פודז .אקס בע""מ",POLENGHI LAS SRL,ORIAN,,6,HAIFA_BAY,0.5,,,
"115147, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115147,10,28817,,USD,3/3/2024,FOB,Extra Virgin Olive Oil 750 ml Glass Bott,ZCSU6562387,ZIMUIZM-24936174,Y40H,7296073675020,"1,680.000",20160,112588,TR,6030,204776,İZMİR,,,ZIM,"פודז .אקס בע""מ",poyraz zeytinyagi tarim san ve,ORIAN,,12,HAIFA_BAY,0.75,,,
"115147, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115147,10,28817,,USD,3/3/2024,FOB,Extra Virgin Olive Oil 750 ml Glass Bott,ZCSU6961807,ZIMUIZM-24936174,Y40H,7296073675020,"1,680.000",20160,112588,TR,6030,204776,İZMİR,,,ZIM,"פודז .אקס בע""מ",poyraz zeytinyagi tarim san ve,ORIAN,,12,HAIFA_BAY,0.75,,,
"115147, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115147,10,28817,,USD,3/3/2024,FOB,Extra Virgin Olive Oil 750 ml Glass Bott,ZCSU6986889,ZIMUIZM-24936174,Y40H,7296073675020,"1,680.000",20160,112588,TR,6030,204776,İZMİR,,,ZIM,"פודז .אקס בע""מ",poyraz zeytinyagi tarim san ve,ORIAN,,12,HAIFA_BAY,0.75,,,
"115048, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115048,20,28837,,EUR,3/11/2024,FOB,EXTRA FINE GREEN BEANS BH1(600G),GMOU8879459,ZIMUANR-81066804,Y40R,7296073173205,"1,889.000",28335,110621,BE,6033,204776,ANTWERPEN,,071022008,ZIM,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,,15,HAIFA_BAY,0.6,,,
"115089, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115089,10,28861,,EUR,15/3/2024,EXW,parsnip sweet potato&beetroot chips 85gr,ZCSU6633027,ME-24024341,Y40H,7296073406617,420.000,5040,112147,ES,6030,204776,TARRAGONA,,2005999000,ZIM,"פודז .אקס בע""מ",Viube foods,ORIAN,,12,HAIFA_BAY,0.085,,,
"115089, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115089,20,28861,,EUR,15/3/2024,EXW,orange sweet potato&purple sweet chips85,ZCSU6633027,ME-24024341,Y40H,7296073406600,700.000,8400,112147,ES,6030,204776,TARRAGONA,,2008999000,ZIM,"פודז .אקס בע""מ",Viube foods,ORIAN,,12,HAIFA_BAY,0.085,,,
"115089, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115089,30,28861,,EUR,15/3/2024,EXW,striped beetroot&white potato chips 85gr,ZCSU6633027,ME-24024341,Y40H,7296073406624,350.000,4200,112147,ES,6030,204776,TARRAGONA,,2008999000,ZIM,"פודז .אקס בע""מ",Viube foods,ORIAN,,12,HAIFA_BAY,0.085,,,
"115048, 40",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115048,40,28865,,EUR,23/4/2024,FOB,CUT GREEN BEANS BG4(800G),SEKU9306736,BORUWNM089ANHF08,Y40H,7296073173229,"2,310.000",27720,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,81113060,12,HAIFA,0.8,,,
"115132, 40",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115132,40,28865,,EUR,23/4/2024,FOB,EXTRA FINE GREEN BEANS BH1(600G),SEKU9306356,BORUWNM089ANHF08,Y40H,7296073173205,"1,890.000",28350,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,81113060,15,HAIFA,0.6,,,
"115132, 40",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115132,40,28865,,EUR,23/4/2024,FOB,EXTRA FINE GREEN BEANS BH1(600G),OTPU6461187,BORUWNM089ANHF08,Y40H,7296073173205,30.000,450,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,81113060,15,HAIFA,0.6,,,
"115132, 50",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115132,50,28865,,EUR,23/4/2024,FOB,REGUIAR GREEN BEANS BH3(800G),OTPU6458666,BORUWNM089ANHF08,Y40H,7296073173212,"2,100.000",25200,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,81113060,12,HAIFA,0.8,,,
"115132, 60",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115132,60,28865,,EUR,23/4/2024,FOB,EXTRA FINE GREEN BEANS BH1(600G),OTPU6461187,BORUWNM089ANHF08,Y40H,7296073173205,"1,860.000",27900,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,81113060,15,HAIFA,0.6,,,
"114699, 50",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114699,50,28870,,EUR,3/7/2024,FOB,Finely Chopped Tomatoes 3x400,BSIU2959429,ZIMUN-AP110116,Y020,7296073497745,"1,900.000",15200,110731,IT,6030,204776,SALERNO,,2002100000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,8,HAIFA_BAY,1.2,,,
"115103, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115103,10,28870,,EUR,3/7/2024,FOB,chickpeas brin 380 gr,JZPU1091554,ZIMUN-AP110116,Y020,7296073497189,"1,539.000",18468,110731,IT,6030,204776,SALERNO,,,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.38,,,
"115103, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115103,20,28870,,EUR,3/7/2024,FOB,red kidney beans in brin 380 gr,JZPU1091554,ZIMUN-AP110116,Y020,7296073497196,625.000,7500,110731,IT,6030,204776,SALERNO,,2005510000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.38,,,
"115103, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115103,30,28870,,EUR,3/7/2024,FOB,blake beans in brine 380 gr,JZPU1091554,ZIMUN-AP110116,Y020,7296073497226,872.000,10464,110731,IT,6030,204776,SALERNO,,2005510000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.38,,,
"115103, 40",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115103,40,28870,,EUR,3/7/2024,FOB,cannellini beans in brine,JZPU1091554,ZIMUN-AP110116,Y020,7296073497219,879.000,10548,110731,IT,6030,204776,SALERNO,,2005510000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,12,HAIFA_BAY,0.38,,,
"115057, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115057,10,28910,,EUR,4/8/2024,EXW,protein yoghurt bar with dark choco,MMAU1414247,PLGDY00-00031626,Y40R,7296073393672,873.000,8730,112109,PL,6032,204776,GDYNIA,,1806320000,MAERSK,"פודז .אקס בע""מ",ZAKLADY PRZEMYSLU CUKIERNICZEG,ORIAN,,10,HAIFA,0.16,,,
"115057, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115057,20,28910,,EUR,4/8/2024,EXW,protein caramel bar in milk ckocolat4*40,MMAU1414247,PLGDY00-00031626,Y40R,7296073389941,676.000,6760,112109,PL,6032,204776,GDYNIA,,1806320000,MAERSK,"פודז .אקס בע""מ",ZAKLADY PRZEMYSLU CUKIERNICZEG,ORIAN,,10,HAIFA,0.16,,,
"115057, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115057,30,28910,,EUR,4/8/2024,EXW,protein cocoa bar 4*40g,MMAU1414247,PLGDY00-00031626,Y40R,7296073389927,999.000,9990,112109,PL,6032,204776,GDYNIA,,1806320000,MAERSK,"פודז .אקס בע""מ",ZAKLADY PRZEMYSLU CUKIERNICZEG,ORIAN,,10,HAIFA,0.16,,,
"115048, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115048,10,28932,,EUR,4/2/2024,FOB,GREEN PEAS,TTNU8474278,BORUWSN909ANHF05,Y40H,7296073224891,"2,070.000",24840,110621,BE,6033,204776,ANTWERPEN,,0710210000,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,,12,HAIFA,0.8,,,
"114696, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114696,10,28945,,EUR,4/10/2024,FOB,CUT GREEN BEANS BG4(800G),SEKU9095171,BORUWAM159ANHF04,Y40H,7296073173229,"2,399.000",28788,110621,BE,6033,204776,ANTWERPEN,,071022008,LUCY BORCHARD,"פודז .אקס בע""מ",ARDO NV\SA,ORIAN,,12,HAIFA,0.8,,,
"115111, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115111,10,28948,,EUR,14/4/2024,EXW,Dried organic pitted prunes 250 gr,ZIMU1314113,ZIMUVA-R8000170,Y020,7296073526414,648.000,7776,112406,BG,6032,204776,VARNA,,0813209000,ZIM,"פודז .אקס בע""מ",Serena Ltd,ORIAN,,12,HAIFA_BAY,0.25,,,
"115111, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115111,20,28948,,EUR,14/4/2024,EXW,Dried organic black pitted cherries 100,ZIMU1314113,ZIMUVA-R8000170,Y020,7296073526421,288.000,3456,112406,BG,6032,204776,VARNA,,0813409000,ZIM,"פודז .אקס בע""מ",Serena Ltd,ORIAN,,12,HAIFA_BAY,0.1,,,
"114982, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114982,10,28950,,EUR,18/4/2024,EXW,CORNFLAKES SHUFERSAL 750 GR.,TRHU7298940,DKCPH20-24000580,Y40H,7296073150527,"1,260.000",8820,110397,DK,6030,204776,COPENHAGEN,,190410001,MSC (ISRAEL) LTD,"פודז .אקס בע""מ",CRISPY FOOD,ORIAN,,7,HAIFA,0.75,,,
"114982, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114982,10,28950,,EUR,18/4/2024,EXW,CORNFLAKES SHUFERSAL 750 GR.,TCLU9500582,DKCPH20-24000580,Y40H,7296073150527,"1,260.000",8820,110397,DK,6030,204776,COPENHAGEN,,190410001,MSC (ISRAEL) LTD,"פודז .אקס בע""מ",CRISPY FOOD,ORIAN,,7,HAIFA,0.75,,,
"114982, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114982,10,28950,,EUR,18/4/2024,EXW,CORNFLAKES SHUFERSAL 750 GR.,MSDU8619347,DKCPH20-24000580,Y40H,7296073150527,"1,260.000",8820,110397,DK,6030,204776,COPENHAGEN,,190410001,MSC (ISRAEL) LTD,"פודז .אקס בע""מ",CRISPY FOOD,ORIAN,,7,HAIFA,0.75,,,
"114699, 80",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114699,80,28958,,EUR,4/5/2024,FOB,Finely Chopped Tomatoes 3x400,ZIMU3012982,ZIMUN-AP110370,Y020,7296073497745,"1,900.000",15200,110731,IT,6030,204776,SALERNO,,2002100000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,,8,HAIFA_BAY,1.2,,,
"115162, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115162,10,28968,,EUR,15/5/2024,FOB,chickpeas brin 380 gr,ZIMU3032063,ZIMUN-AP110717,Y020,7296073497189,615.000,7380,110731,IT,6030,204776,SALERNO,,,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,81113747,12,HAIFA_BAY,0.38,,,
"115162, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115162,20,28968,,EUR,15/5/2024,FOB,red kidney beans in brin 380 gr,ZIMU3032063,ZIMUN-AP110717,Y020,7296073497196,"2,205.000",26460,110731,IT,6030,204776,SALERNO,,2005510000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,81113747,12,HAIFA_BAY,0.38,,,
"115162, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115162,30,28968,,EUR,15/5/2024,FOB,blake beans in brine 380 gr,ZIMU3032063,ZIMUN-AP110717,Y020,7296073497226,"1,095.000",13140,110731,IT,6030,204776,SALERNO,,2005510000,ZIM,"פודז .אקס בע""מ",LA DORIA S.p.A,ORIAN,81113747,12,HAIFA_BAY,0.38,,,
"114744, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,114744,30,28969,,USD,13/7/2024,FOB,organic chestnuts,MSNU5036032,00012213,Y40H,7296073254256,"2,700.000",135000,110542,NL,6032,204776,XINGANG,,2008193900,MSC (ISRAEL) LTD,"פודז .אקס בע""מ",Maas-Intersales,ORIAN,,50,ASHDOD STH,0.1,,,
"115217, 10",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,10,28970,,EUR,4/8/2024,FOB,CHOCOLATE CREAM FILLED COOKIES 150 GR,MCLU5083550,BORUWLB179VNHF01,Y40H,7296073161981,598.000,7176,110466,IT,6030,204776,VENICE,,190531004,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.15,,,
"115217, 20",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,20,28970,,EUR,4/8/2024,FOB,HAZELNUT CREAM FILLED COOKIES 150 GR,MCLU5083550,BORUWLB179VNHF01,Y40H,7296073162001,"1,400.000",16800,110466,IT,6030,204776,VENICE,,190531004,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.15,,,
"115217, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,30,28970,,EUR,4/8/2024,FOB,"Ladyfingers ""Shufersal"" 200g",MCLU5052056,BORUWLB179VNHF01,Y40H,7296073218807,"3,005.000",36060,110466,IT,6030,204776,VENICE,,190531004,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.2,,,
"115217, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,30,28970,,EUR,4/8/2024,FOB,"Ladyfingers ""Shufersal"" 200g",MCLU5083550,BORUWLB179VNHF01,Y40H,7296073218807,350.000,4200,110466,IT,6030,204776,VENICE,,190531004,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.2,,,
"115217, 30",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,30,28970,,EUR,4/8/2024,FOB,"Ladyfingers ""Shufersal"" 200g",MCLU5094149,BORUWLB179VNHF01,Y40H,7296073218807,"3,005.000",36060,110466,IT,6030,204776,VENICE,,190531004,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.2,,,
"115217, 40",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,40,28970,,EUR,4/8/2024,FOB,Gluten free cookies chocolate filled,MCLU5083550,BORUWLB179VNHF01,Y40H,7296073426592,"1,500.000",18000,110466,IT,6030,204776,VENICE,,1905310000,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.15,,,
"115217, 50",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,50,28970,,EUR,4/8/2024,FOB,Gluten free cookies lemon filled,MCLU5083550,BORUWLB179VNHF01,Y40H,7296073426608,400.000,4800,110466,IT,6030,204776,VENICE,,1905310000,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.15,,,
"115217, 60",Yes,Order Exists,Shipping Record Does NOT exist,Invoice Record Does NOT exist,No,115217,60,28970,,EUR,4/8/2024,FOB,vanila filled cookies 150 gr,MCLU5083550,BORUWLB179VNHF01,Y40H,7296073526407,800.000,9600,110466,IT,6030,204776,VENICE,,1905310000,LUCY BORCHARD,"פודז .אקס בע""מ",VICENZI BISCOTTI S.P.A,ORIAN,,12,ASHDOD,0.15,,,
